Year,City,Sport,Athlete,Country,Gender,Event,Medal,Age,Height,Weight
1920,Antwerp,Fencing,"LACROIX, Jean Andr¨¦",FRA,Men,Sabre Team,Silver,44,172,
1920,Antwerp,Fencing,"MARGRAFF, Jean",FRA,Men,Sabre Team,Silver,44,172,
1920,Antwerp,Fencing,"MONDIELLI, Jean",FRA,Men,Sabre Team,Silver,41,,
1920,Antwerp,Fencing,"PERRODON, Marc Marie Jean",FRA,Men,Sabre Team,Silver,41,,
1920,Antwerp,Fencing,"TROMBERT, Georges",FRA,Men,Sabre Team,Silver,45,,
1920,Antwerp,Football,"BIESHAAR, Adrianus Gerardus",NED,Men,Football,Bronze,21,,
1920,Antwerp,Football,"BOSSCHART, L¨¦onard Fran?ois G¨¦rard",NED,Men,Football,Bronze,31,,
1920,Antwerp,Football,"BULDER, Evert Jan",NED,Men,Football,Bronze,25,,
1920,Antwerp,Football,"BULDER, Jacob Eise",NED,Men,Football,Bronze,23,,
1920,Antwerp,Football,"DE NATRIS, Johannes Daniel",NED,Men,Football,Bronze,24,,
1920,Antwerp,Football,"DENIS, Henri L¨¦onard Barth¨¦l¨¦mi",NED,Men,Football,Bronze,23,,
1920,Antwerp,Football,"GROOSJOHAN, Bernardus",NED,Men,Football,Bronze,22,,
1920,Antwerp,Football,"KUIPERS, Frederik Carel",NED,Men,Football,Bronze,20,,
1920,Antwerp,Football,"MACNEILL, Richard",NED,Men,Football,Bronze,22,,
1920,Antwerp,Football,"STEEMAN, Hermanus Hendricus",NED,Men,Football,Bronze,26,,
1920,Antwerp,Football,"VAN DORT, Jan Leendert",NED,Men,Football,Bronze,30,,
1920,Antwerp,Football,"VAN RAPPARD, Oscar Emile",NED,Men,Football,Bronze,24,,
1920,Antwerp,Football,"VERWEIJ, Bernard Willem Jan",NED,Men,Football,Bronze,24,,
1920,Antwerp,Football,"VON HEYDEN, Herman Carel Felix Clothilde",NED,Men,Football,Bronze,30,,
1920,Antwerp,Football,"BALYU, F¨¦lix",BEL,Men,Football,Gold,28,,
1920,Antwerp,Football,"BASTIN, D¨¦sir¨¦",BEL,Men,Football,Gold,20,172,70
1920,Antwerp,Football,"BRAGARD, Mathieu",BEL,Men,Football,Gold,25,,
1920,Antwerp,Football,"COPPEE, Robert",BEL,Men,Football,Gold,25,,
1920,Antwerp,Football,"DE BIE, Jan",BEL,Men,Football,Gold,27,184,80
1920,Antwerp,Football,"FIERENS, Andr¨¦",BEL,Men,Football,Gold,22,,
1920,Antwerp,Football,"HANSE, Emile",BEL,Men,Football,Gold,27,,
1920,Antwerp,Football,"HEBDIN, Georges",BEL,Men,Football,Gold,31,,
1920,Antwerp,Football,"LARNOE, Henri",BEL,Men,Football,Gold,22,,
1920,Antwerp,Football,"MUSCH, Joseph",BEL,Men,Football,Gold,26,,
1920,Antwerp,Football,"NISOT, Fernand",BEL,Men,Football,Gold,25,,
1920,Antwerp,Football,"SWARTENBROEKS, Armand",BEL,Men,Football,Gold,27,182,75
1920,Antwerp,Football,"VAN HEGE, Louis",BEL,Men,Football,Gold,30,168,65
1920,Antwerp,Football,"VERBEECK, Oscar",BEL,Men,Football,Gold,28,,
1920,Antwerp,Football,"ACEDO, Domingo",ESP,Men,Football,Silver,21,,
1920,Antwerp,Football,"ARABOLAZA, Patricio",ESP,Men,Football,Silver,27,,
1920,Antwerp,Football,"ARRATE, Mariano",ESP,Men,Football,Silver,27,,
1920,Antwerp,Football,"ARTOLA, Juan",ESP,Men,Football,Silver,27,,
1920,Antwerp,Football,"BELAUTEGUIGOITIA LANDALUCE, Jose",ESP,Men,Football,Silver,20,193,95
1920,Antwerp,Football,"BILBAO, Sabino",ESP,Men,Football,Silver,22,,
1920,Antwerp,Football,"EQUIAZABAL, Ramon",ESP,Men,Football,Silver,24,,
1920,Antwerp,Football,"GIL, Ramon Moncho",ESP,Men,Football,Silver,22,,
1920,Antwerp,Football,"IZAGUIRRE, Silverio",ESP,Men,Football,Silver,22,,
1920,Antwerp,Football,"MORENO, Rafael",ESP,Men,Football,Silver,27,,
1920,Antwerp,Football,"OTERO, Luis",ESP,Men,Football,Silver,26,,
1920,Antwerp,Football,"PAGAZAURTUNDUO, Francisco",ESP,Men,Football,Silver,24,,
1920,Antwerp,Football,"SAMITIER VILALTA, Jos¨¦",ESP,Men,Football,Silver,18,,
1920,Antwerp,Football,"SANCHO, Agustin",ESP,Men,Football,Silver,23,,
1920,Antwerp,Football,"SESUMAGA, F¨¦lix",ESP,Men,Football,Silver,21,170,67
1920,Antwerp,Football,"VALLANA JEANGUENAT, Pedro",ESP,Men,Football,Silver,22,170,
1920,Antwerp,Football,"VAZQUEZ, Joaquin",ESP,Men,Football,Silver,22,,
1920,Antwerp,Football,"ZAMORA MARTINEZ, Ricardo",ESP,Men,Football,Silver,19,,
1920,Antwerp,Gymnastics,"GOUNOT, Jean",FRA,Men,Individual All-Round,Bronze,26,,
1920,Antwerp,Gymnastics,"ZAMPORI, Giorgio",ITA,Men,Individual All-Round,Gold,32,,
1920,Antwerp,Gymnastics,"TORRES, Marcos",FRA,Men,Individual All-Round,Silver,32,,
1920,Antwerp,Gymnastics,"BERGER, Georges",FRA,Men,Team Competition,Bronze,22,,
1920,Antwerp,Gymnastics,"BOUCHES, Emile",FRA,Men,Team Competition,Bronze,23,,
1920,Antwerp,Gymnastics,"BOULANGER, Ren¨¦",FRA,Men,Team Competition,Bronze,25,,
1920,Antwerp,Gymnastics,"BUYENNE, Alfred",FRA,Men,Team Competition,Bronze,,,
1920,Antwerp,Gymnastics,"CORDONNIER, Eug¨¨ne",FRA,Men,Team Competition,Bronze,27,,
1920,Antwerp,Gymnastics,"DELSARTE, L¨¦on",FRA,Men,Team Competition,Bronze,26,,
1920,Antwerp,Gymnastics,"DEMANET, Lucien",FRA,Men,Team Competition,Bronze,45,,
1920,Antwerp,Gymnastics,"DURIN, Paul Joseph",FRA,Men,Team Competition,Bronze,30,,
1920,Antwerp,Gymnastics,"DUVANT, Georges",FRA,Men,Team Competition,Bronze,45,,
1920,Antwerp,Gymnastics,"FAUCONNIER, Fernand",FRA,Men,Team Competition,Bronze,30,,
1920,Antwerp,Gymnastics,"HERMANN, Arthur",FRA,Men,Team Competition,Bronze,26,,
1920,Antwerp,Gymnastics,"HERSOYE, Albert",FRA,Men,Team Competition,Bronze,24,,
1920,Antwerp,Gymnastics,"HIGELIN, Andr¨¦",FRA,Men,Team Competition,Bronze,22,,
1920,Antwerp,Gymnastics,"HOEL, Auguste",FRA,Men,Team Competition,Bronze,29,,
1920,Antwerp,Gymnastics,"KEMPE, Louis",FRA,Men,Team Competition,Bronze,21,,
1920,Antwerp,Gymnastics,"LAGOUGE, Georges",FRA,Men,Team Competition,Bronze,26,,
1920,Antwerp,Gymnastics,"LEMAIRE, Paulin Alexandre",FRA,Men,Team Competition,Bronze,37,,
1920,Antwerp,Gymnastics,"LESPINASSE, Ernest",FRA,Men,Team Competition,Bronze,22,,
1920,Antwerp,Gymnastics,"MARTEL, Emile",FRA,Men,Team Competition,Bronze,26,,
1920,Antwerp,Gymnastics,"PIRARD, Jules",FRA,Men,Team Competition,Bronze,34,,
1920,Antwerp,Gymnastics,"POLLET, Eug¨¨ne",FRA,Men,Team Competition,Bronze,33,,
1920,Antwerp,Gymnastics,"THURNHERR, Georges",FRA,Men,Team Competition,Bronze,34,175,66
1920,Antwerp,Gymnastics,"WARTELLE, Julien",FRA,Men,Team Competition,Bronze,31,,
1920,Antwerp,Gymnastics,"WARTELLE, Paul",FRA,Men,Team Competition,Bronze,28,,
1920,Antwerp,Gymnastics,"ANDREOLI, Arnaldo",ITA,Men,Team Competition,Gold,26,,
1920,Antwerp,Gymnastics,"BATTISTA, Pastorini Battista",ITA,Men,Team Competition,Gold,40,,
1920,Antwerp,Gymnastics,"BELOTTO, Ettore",ITA,Men,Team Competition,Gold,25,,
1920,Antwerp,Gymnastics,"BIANCHI, Pietro",ITA,Men,Team Competition,Gold,37,,
1920,Antwerp,Gymnastics,"BONATTI, Fernando",ITA,Men,Team Competition,Gold,25,,
1920,Antwerp,Gymnastics,"CAMBIASO, Luigi",ITA,Men,Team Competition,Gold,25,,
1920,Antwerp,Gymnastics,"CONTESSI, Luigi",ITA,Men,Team Competition,Gold,25,,
1920,Antwerp,Gymnastics,"COSTIGLIOLO, Carlo",ITA,Men,Team Competition,Gold,26,,
1920,Antwerp,Gymnastics,"COSTIGLIOLO, Luigi",ITA,Men,Team Competition,Gold,27,,
1920,Antwerp,Gymnastics,"DOMENICHELLI, Guiseppe",ITA,Men,Team Competition,Gold,32,,
1920,Antwerp,Gymnastics,"FERRARI, Roberto",ITA,Men,Team Competition,Gold,29,,
1920,Antwerp,Gymnastics,"FREGOSI, Carlo",ITA,Men,Team Competition,Gold,29,,
1920,Antwerp,Gymnastics,"GHIGLIONE, Romualdo",ITA,Men,Team Competition,Gold,29,,
1920,Antwerp,Gymnastics,"LEVATI, Ambrogio",ITA,Men,Team Competition,Gold,26,,
1920,Antwerp,Gymnastics,"LOI, Francesco",ITA,Men,Team Competition,Gold,29,,
1920,Antwerp,Gymnastics,"LUCCHETTI, Vittorio",ITA,Men,Team Competition,Gold,25,,
1920,Antwerp,Gymnastics,"MAIOCCO, Luigi",ITA,Men,Team Competition,Gold,27,,
1920,Antwerp,Gymnastics,"MANDRINI, Ferdinando",ITA,Men,Team Competition,Gold,22,,
1920,Antwerp,Gymnastics,"MANGIANTE, Lorenzo",ITA,Men,Team Competition,Gold,29,,
1920,Antwerp,Gymnastics,"MANLIO, Mangiante Giovanni",ITA,Men,Team Competition,Gold,29,,
1920,Antwerp,Gymnastics,"MAROVELLI, Antonio",ITA,Men,Team Competition,Gold,23,,
1920,Antwerp,Gymnastics,"MASTROMARINO, Michele",ITA,Men,Team Competition,Gold,26,,
1920,Antwerp,Gymnastics,"PARIS, Giuseppe",ITA,Men,Team Competition,Gold,24,,
1920,Antwerp,Gymnastics,"ROSELLI, Ezio",ITA,Men,Team Competition,Gold,23,,
1920,Antwerp,Gymnastics,"SALVI, Paolo",ITA,Men,Team Competition,Gold,28,,
1920,Antwerp,Gymnastics,"TUBINO, Giovanni Battista",ITA,Men,Team Competition,Gold,19,,
1920,Antwerp,Gymnastics,"ZAMPORI, Giorgio",ITA,Men,Team Competition,Gold,32,,
1920,Antwerp,Gymnastics,"ZORZI, Angelo",ITA,Men,Team Competition,Gold,29,,
1920,Antwerp,Gymnastics,"AUWERKERKEN, Eugenius",BEL,Men,Team Competition,Silver,34,,
1920,Antwerp,Gymnastics,"BAUER, Th¨¦ophile",BEL,Men,Team Competition,Silver,,,
1920,Antwerp,Gymnastics,"CLAESSENS, Francois",BEL,Men,Team Competition,Silver,22,,
1920,Antwerp,Gymnastics,"COOTMANS, Auguste",BEL,Men,Team Competition,Silver,,,
1920,Antwerp,Gymnastics,"GIBENS, Frans",BEL,Men,Team Competition,Silver,,,
1920,Antwerp,Gymnastics,"HAEPERS, Albert",BEL,Men,Team Competition,Silver,,,
1920,Antwerp,Gymnastics,"JACOBS, Dominique",BEL,Men,Team Competition,Silver,22,170,70
1920,Antwerp,Gymnastics,"KEMPENEERS, F¨¦licien",BEL,Men,Team Competition,Silver,,,
1920,Antwerp,Gymnastics,"LABEEU, Jules",BEL,Men,Team Competition,Silver,,,
1920,Antwerp,Gymnastics,"LAFORTUNE, Hubert",BEL,Men,Team Competition,Silver,30,,
1920,Antwerp,Gymnastics,"LANDRIEU, Auguste",BEL,Men,Team Competition,Silver,32,,
1920,Antwerp,Gymnastics,"LANNIE, Charles",BEL,Men,Team Competition,Silver,38,,
1920,Antwerp,Gymnastics,"LORIOT, Constant",BEL,Men,Team Competition,Silver,,,
1920,Antwerp,Gymnastics,"MINNAERT, Ferdinand",BEL,Men,Team Competition,Silver,32,,
1920,Antwerp,Gymnastics,"MOERLOOS, Nicolas",BEL,Men,Team Competition,Silver,19,,58
1920,Antwerp,Gymnastics,"STOOP, Louis",BEL,Men,Team Competition,Silver,,,
1920,Antwerp,Gymnastics,"VAN GUYSSE, Jean",BEL,Men,Team Competition,Silver,,,
1920,Antwerp,Gymnastics,"VAN MELE, Alphonse",BEL,Men,Team Competition,Silver,28,,
1920,Antwerp,Gymnastics,"VERBOVEN, Fran?ois",BEL,Men,Team Competition,Silver,,,
1920,Antwerp,Gymnastics,"VERBOVEN, Jean",BEL,Men,Team Competition,Silver,,,
1920,Antwerp,Gymnastics,"VERDONCK, Julien",BEL,Men,Team Competition,Silver,,,
1920,Antwerp,Gymnastics,"VERSTRAETEN, Joseph",BEL,Men,Team Competition,Silver,,,
1920,Antwerp,Gymnastics,"VIVEX, Georges",BEL,Men,Team Competition,Silver,,,
1920,Antwerp,Gymnastics,"WAGEMANS, Julianus",BEL,Men,Team Competition,Silver,29,,
1920,Antwerp,Gymnastics,"ALBERTSEN, Georg",DEN,Men,"Team, Free System",Gold,30,,
1920,Antwerp,Gymnastics,"ANDERSEN, Rudolf Svend",DEN,Men,"Team, Free System",Gold,20,,
1920,Antwerp,Gymnastics,"DIBBERN, Viggo Valdemar",DEN,Men,"Team, Free System",Gold,19,,
1920,Antwerp,Gymnastics,"EISEN?E, Fritz",DEN,Men,"Team, Free System",Gold,24,,
1920,Antwerp,Gymnastics,"FRANDSEN, Aage Valdemar Harald",DEN,Men,"Team, Free System",Gold,29,,
1920,Antwerp,Gymnastics,"HANSEN, Hans Trier",DEN,Men,"Team, Free System",Gold,25,,
1920,Antwerp,Gymnastics,"HELSTEEN, Hugo",DEN,Men,"Team, Free System",Gold,25,,
1920,Antwerp,Gymnastics,"HOLM, Harry",DEN,Men,"Team, Free System",Gold,17,,
1920,Antwerp,Gymnastics,"JANSSON, Harold",DEN,Men,"Team, Free System",Gold,20,,
1920,Antwerp,Gymnastics,"JOHNSEN, Robert Jacob",DEN,Men,"Team, Free System",Gold,23,,
1920,Antwerp,Gymnastics,"JUHL, Christian",DEN,Men,"Team, Free System",Gold,21,,
1920,Antwerp,Gymnastics,"LANGE, Vilhelm",DEN,Men,"Team, Free System",Gold,26,,
1920,Antwerp,Gymnastics,"MADSEN, Svend Meulengracht",DEN,Men,"Team, Free System",Gold,23,,
1920,Antwerp,Gymnastics,"MARCUSSEN, Peter Andreas Marinus",DEN,Men,"Team, Free System",Gold,25,,
1920,Antwerp,Gymnastics,"M?LLER, Peter",DEN,Men,"Team, Free System",Gold,23,,
1920,Antwerp,Gymnastics,"M?LLER, Petersen Christian",DEN,Men,"Team, Free System",Gold,30,,
1920,Antwerp,Gymnastics,"NIELSEN, Lukas Frederick Christian",DEN,Men,"Team, Free System",Gold,30,,
1920,Antwerp,Gymnastics,"NIELSEN, Niels Congo Turin",DEN,Men,"Team, Free System",Gold,33,,
1920,Antwerp,Gymnastics,"OLSEN, Oluf",DEN,Men,"Team, Free System",Gold,23,,
1920,Antwerp,Gymnastics,"OLSEN, Steen Lerche",DEN,Men,"Team, Free System",Gold,33,,
1920,Antwerp,Gymnastics,"R?NNE, Hans Stig Trappaud",DEN,Men,"Team, Free System",Gold,32,,
1920,Antwerp,Gymnastics,"S?RENSEN, Rino Harry Charles",DEN,Men,"Team, Free System",Gold,28,,
1920,Antwerp,Gymnastics,"THOMAS, Christian",DEN,Men,"Team, Free System",Gold,24,,
1920,Antwerp,Gymnastics,"VERMEHREN, Knud",DEN,Men,"Team, Free System",Gold,29,,
1920,Antwerp,Gymnastics,"AANING, Alf Lied",NOR,Men,"Team, Free System",Silver,24,,
1920,Antwerp,Gymnastics,"AAS, Karl Jan",NOR,Men,"Team, Free System",Silver,20,,
1920,Antwerp,Gymnastics,"ANDERSEN, J?rgen Marius",NOR,Men,"Team, Free System",Silver,34,,
1920,Antwerp,Gymnastics,"BAYER, Gustav",NOR,Men,"Team, Free System",Silver,25,,
1920,Antwerp,Gymnastics,"BJ?RNSTAD, J?rgen",NOR,Men,"Team, Free System",Silver,26,,
1920,Antwerp,Gymnastics,"BODAHL, Asbj?rn",NOR,Men,"Team, Free System",Silver,24,,
1920,Antwerp,Gymnastics,"B?HM, Eilert",NOR,Men,"Team, Free System",Silver,19,,
1920,Antwerp,Gymnastics,"BOYESEN, Trygve Carlsen",NOR,Men,"Team, Free System",Silver,34,,
1920,Antwerp,Gymnastics,"DAVIDSEN, Ingolf",NOR,Men,"Team, Free System",Silver,27,,
1920,Antwerp,Gymnastics,"ENDRESON, Haakon",NOR,Men,"Team, Free System",Silver,29,,
1920,Antwerp,Gymnastics,"ERSTAD, Jacob",NOR,Men,"Team, Free System",Silver,26,,
1920,Antwerp,Gymnastics,"FAERSTAD, Harald Oliver",NOR,Men,"Team, Free System",Silver,30,,
1920,Antwerp,Gymnastics,"HELGESEN, Hermann Aldryk",NOR,Men,"Team, Free System",Silver,31,,
1920,Antwerp,Gymnastics,"HOL, Peter",NOR,Men,"Team, Free System",Silver,37,,
1920,Antwerp,Gymnastics,"JOHANNESEN, Otto",NOR,Men,"Team, Free System",Silver,25,,
1920,Antwerp,Gymnastics,"JOHANSEN, John Anker",NOR,Men,"Team, Free System",Silver,26,,
1920,Antwerp,Gymnastics,"KRISTOFFERSON, Torbj?rn",NOR,Men,"Team, Free System",Silver,27,,
1920,Antwerp,Gymnastics,"NIELSEN, Henrik",NOR,Men,"Team, Free System",Silver,23,,
1920,Antwerp,Gymnastics,"OPDAHL, Jacob",NOR,Men,"Team, Free System",Silver,26,,
1920,Antwerp,Gymnastics,"RYDSTR?M, Arthur Nicolai",NOR,Men,"Team, Free System",Silver,24,,
1920,Antwerp,Gymnastics,"SAELEN, Frithjof",NOR,Men,"Team, Free System",Silver,27,,
1920,Antwerp,Gymnastics,"SKJAERPE, Bj?rn",NOR,Men,"Team, Free System",Silver,24,,
1920,Antwerp,Gymnastics,"STEFFENSEN, Wilhelm Marius Bakke",NOR,Men,"Team, Free System",Silver,30,,
1920,Antwerp,Gymnastics,"SUNDAL, Olav",NOR,Men,"Team, Free System",Silver,20,,
1920,Antwerp,Gymnastics,"T?NSBERG, Reidar",NOR,Men,"Team, Free System",Silver,27,,
1920,Antwerp,Gymnastics,"WIGAND-LARSEN, Lauritz",NOR,Men,"Team, Free System",Silver,24,,
1920,Antwerp,Gymnastics,"ARETS, Paul",BEL,Men,"Team, Swedish System",Bronze,,,
1920,Antwerp,Gymnastics,"BRONCKAERT, L¨¦on",BEL,Men,"Team, Swedish System",Bronze,26,,
1920,Antwerp,Gymnastics,"CLABOTS, L¨¦opold",BEL,Men,"Team, Swedish System",Bronze,27,,
1920,Antwerp,Gymnastics,"CLAESSENS, Jean Baptiste",BEL,Men,"Team, Swedish System",Bronze,,,
1920,Antwerp,Gymnastics,"DARRIEN, L¨¦on",BEL,Men,"Team, Swedish System",Bronze,32,,
1920,Antwerp,Gymnastics,"DEHOUX, Lucien",BEL,Men,"Team, Swedish System",Bronze,,,
1920,Antwerp,Gymnastics,"DELEU, Ernest",BEL,Men,"Team, Swedish System",Bronze,,,
1920,Antwerp,Gymnastics,"DUBOISSON, Emil",BEL,Men,"Team, Swedish System",Bronze,,,
1920,Antwerp,Gymnastics,"DUREUIL, Ernest",BEL,Men,"Team, Swedish System",Bronze,,,
1920,Antwerp,Gymnastics,"FIEMS, Joseph",BEL,Men,"Team, Swedish System",Bronze,,,
1920,Antwerp,Gymnastics,"HANSEN, Marcel",BEL,Men,"Team, Swedish System",Bronze,,,
1920,Antwerp,Gymnastics,"HENIN, Louis",BEL,Men,"Team, Swedish System",Bronze,25,,
1920,Antwerp,Gymnastics,"HOFFMAN, Omer",BEL,Men,"Team, Swedish System",Bronze,,,
1920,Antwerp,Gymnastics,"LOGIEST, F¨¦lix",BEL,Men,"Team, Swedish System",Bronze,24,,
1920,Antwerp,Gymnastics,"MARSCHAELCKE, Charles",BEL,Men,"Team, Swedish System",Bronze,,,
1920,Antwerp,Gymnastics,"PAENHUYSEN, Ren¨¦",BEL,Men,"Team, Swedish System",Bronze,,,
1920,Antwerp,Gymnastics,"PIERRET, Arnold",BEL,Men,"Team, Swedish System",Bronze,,,
1920,Antwerp,Gymnastics,"PINCHART, Ren¨¦",BEL,Men,"Team, Swedish System",Bronze,28,,
1920,Antwerp,Gymnastics,"PIROTTE, Gaspar",BEL,Men,"Team, Swedish System",Bronze,,,
1920,Antwerp,Gymnastics,"PLUYS, Augusten",BEL,Men,"Team, Swedish System",Bronze,29,,
1920,Antwerp,Gymnastics,"SON, L¨¦opold",BEL,Men,"Team, Swedish System",Bronze,,,
1920,Antwerp,Gymnastics,"TAEYMANS, Edouard",BEL,Men,"Team, Swedish System",Bronze,27,,
1920,Antwerp,Gymnastics,"THITIAR, Pierre",BEL,Men,"Team, Swedish System",Bronze,,,
1920,Antwerp,Gymnastics,"VERHAVERT, Henri",BEL,Men,"Team, Swedish System",Bronze,45,,
1920,Antwerp,Gymnastics,"ACKE, Fausto",SWE,Men,"Team, Swedish System",Gold,22,,
1920,Antwerp,Gymnastics,"ANDERSSON, Albert",SWE,Men,"Team, Swedish System",Gold,17,,
1920,Antwerp,Gymnastics,"ANDERSSON-HOLTMAN, Arvid A.",SWE,Men,"Team, Swedish System",Gold,23,,
1920,Antwerp,Gymnastics,"B?CKANDER, Helge",SWE,Men,"Team, Swedish System",Gold,28,,
1920,Antwerp,Gymnastics,"BENGTSSON, Bengt Folke",SWE,Men,"Team, Swedish System",Gold,22,,
1920,Antwerp,Gymnastics,"BI?RCK, C. Fabian",SWE,Men,"Team, Swedish System",Gold,26,,
1920,Antwerp,Gymnastics,"CHARPENTIER, Carl Erik",SWE,Men,"Team, Swedish System",Gold,22,,
1920,Antwerp,Gymnastics,"ERICSSON-EWREUS, Sture H.",SWE,Men,"Team, Swedish System",Gold,22,,
1920,Antwerp,Gymnastics,"GRANSTR?M, Konrad",SWE,Men,"Team, Swedish System",Gold,19,,
1920,Antwerp,Gymnastics,"GUSTAFSSON, Helge",SWE,Men,"Team, Swedish System",Gold,20,,
1920,Antwerp,Gymnastics,"H?GER, Ake",SWE,Men,"Team, Swedish System",Gold,28,,
1920,Antwerp,Gymnastics,"HEDMAN, Ture",SWE,Men,"Team, Swedish System",Gold,24,,
1920,Antwerp,Gymnastics,"JONSSON, Sven",SWE,Men,"Team, Swedish System",Gold,20,,
1920,Antwerp,Gymnastics,"JONSSON, Sven O.",SWE,Men,"Team, Swedish System",Gold,20,,
1920,Antwerp,Gymnastics,"LINDAHL, Karl F.",SWE,Men,"Team, Swedish System",Gold,29,,
1920,Antwerp,Gymnastics,"LINDMARK, Edmund",SWE,Men,"Team, Swedish System",Gold,25,,
1920,Antwerp,Gymnastics,"MOHRBERG, Bengt",SWE,Men,"Team, Swedish System",Gold,22,,
1920,Antwerp,Gymnastics,"PERSSON, Frans",SWE,Men,"Team, Swedish System",Gold,28,,
1920,Antwerp,Gymnastics,"S?RNER, Klas J.G.",SWE,Men,"Team, Swedish System",Gold,28,,
1920,Antwerp,Gymnastics,"SJ?BERG, Curt",SWE,Men,"Team, Swedish System",Gold,23,,
1920,Antwerp,Gymnastics,"S?DERLINDH, Gunnar",SWE,Men,"Team, Swedish System",Gold,24,,
1920,Antwerp,Gymnastics,"S?RENSON, John Emil",SWE,Men,"Team, Swedish System",Gold,30,,
1920,Antwerp,Gymnastics,"SVENSEN, Erik",SWE,Men,"Team, Swedish System",Gold,26,,
1920,Antwerp,Gymnastics,"T?RNER, G?sta",SWE,Men,"Team, Swedish System",Gold,24,,
1920,Antwerp,Gymnastics,"BIRK, Johannes",DEN,Men,"Team, Swedish System",Silver,26,,
1920,Antwerp,Gymnastics,"HANSEN, Frede",DEN,Men,"Team, Swedish System",Silver,23,,
1920,Antwerp,Gymnastics,"HANSEN, Frederik",DEN,Men,"Team, Swedish System",Silver,23,,
1920,Antwerp,Gymnastics,"HANSEN, Kristian Aage",DEN,Men,"Team, Swedish System",Silver,25,,
1920,Antwerp,Gymnastics,"HOVGAARD, Hans",DEN,Men,"Team, Swedish System",Silver,25,,
1920,Antwerp,Gymnastics,"J?RGENSEN, Aage",DEN,Men,"Team, Swedish System",Silver,20,,
1920,Antwerp,Gymnastics,"J?RGENSEN, Alfred",DEN,Men,"Team, Swedish System",Silver,22,,
1920,Antwerp,Gymnastics,"J?RGENSEN, Alfred E.",DEN,Men,"Team, Swedish System",Silver,22,,
1920,Antwerp,Gymnastics,"J?RGENSEN, Arne",DEN,Men,"Team, Swedish System",Silver,22,,
1920,Antwerp,Gymnastics,"KIRKEL?KKE, Knud",DEN,Men,"Team, Swedish System",Silver,27,,
1920,Antwerp,Gymnastics,"LAMBAEK, Jens Stamp",DEN,Men,"Team, Swedish System",Silver,20,,
1920,Antwerp,Gymnastics,"LARSEN, Kristian",DEN,Men,"Team, Swedish System",Silver,23,,
1920,Antwerp,Gymnastics,"MADSEN, Kristian",DEN,Men,"Team, Swedish System",Silver,27,,
1920,Antwerp,Gymnastics,"NIELSEN, Niels Christian",DEN,Men,"Team, Swedish System",Silver,23,,
1920,Antwerp,Gymnastics,"NIELSEN, Niels Erik",DEN,Men,"Team, Swedish System",Silver,26,,
1920,Antwerp,Gymnastics,"PEDERSEN, Hans",DEN,Men,"Team, Swedish System",Silver,32,,
1920,Antwerp,Gymnastics,"PEDERSEN, Johannes",DEN,Men,"Team, Swedish System",Silver,27,,
1920,Antwerp,Gymnastics,"PEDERSEN, Peter Dorf",DEN,Men,"Team, Swedish System",Silver,23,,
1920,Antwerp,Gymnastics,"RASMUSSEN, Rasmus",DEN,Men,"Team, Swedish System",Silver,20,,
1920,Antwerp,Gymnastics,"SNEFTRUP, Dines",DEN,Men,"Team, Swedish System",Silver,26,,
1920,Antwerp,Gymnastics,"S?RENSEN, Hans Drigstrup",DEN,Men,"Team, Swedish System",Silver,19,,
1920,Antwerp,Gymnastics,"S?RENSEN, Hans Laurids",DEN,Men,"Team, Swedish System",Silver,18,,
1920,Antwerp,Gymnastics,"S?RENSEN, Larsen S?ren",DEN,Men,"Team, Swedish System",Silver,23,,
1920,Antwerp,Gymnastics,"WALTHER, Aage",DEN,Men,"Team, Swedish System",Silver,23,,
1920,Antwerp,Gymnastics,"WEST, Georg",DEN,Men,"Team, Swedish System",Silver,23,,
1920,Antwerp,Hockey,"BECQUET, Andr¨¦",BEL,Men,Hockey,Bronze,,,
1920,Antwerp,Hockey,"CHIBERT, Pierre",BEL,Men,Hockey,Bronze,,,
1920,Antwerp,Hockey,"DAUFRESNE DE LA CHEVALERIE, Raoul",BEL,Men,Hockey,Bronze,39,,
1920,Antwerp,Hockey,"DE MONTIGNY, Fernand",BEL,Men,Hockey,Bronze,35,,
1920,Antwerp,Hockey,"DELELIENNE, Charles",BEL,Men,Hockey,Bronze,,,
1920,Antwerp,Hockey,"DIERCXENS, Louis",BEL,Men,Hockey,Bronze,21,,
1920,Antwerp,Hockey,"GEVERS, Robert",BEL,Men,Hockey,Bronze,,,
1920,Antwerp,Hockey,"GOEMAERE, Adolphe",BEL,Men,Hockey,Bronze,24,,
1920,Antwerp,Hockey,"GUIETTE, Charles",BEL,Men,Hockey,Bronze,,,
1920,Antwerp,Hockey,"KEPPENS, Raymond",BEL,Men,Hockey,Bronze,,,
1920,Antwerp,Hockey,"STRAUWEN, Ren¨¦",BEL,Men,Hockey,Bronze,18,,
1920,Antwerp,Hockey,"THINCHANT, Paul",BEL,Men,Hockey,Bronze,,,
1920,Antwerp,Hockey,"VALCKE, Pierre",BEL,Men,Hockey,Bronze,,,
1920,Antwerp,Hockey,"VAN DEN BEMDEN, Maurice",BEL,Men,Hockey,Bronze,,,
1920,Antwerp,Hockey,"VAN NEROM, Jean",BEL,Men,Hockey,Bronze,,,
1920,Antwerp,Hockey,"ATKIN, Charles Sydney",GBR,Men,Hockey,Gold,31,,
